Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
3619;1990-01-15;0830;Pico Blanco, Costa Rica;SANSA;032;San Jose - Palmar Sur;CASA 212 Aviocar 200;TI-SAB;163;23;20;3;23;20;3;0;Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS.;San Jose 
3622;1990-01-25;?;Mt Rijani, Lombok Island, Indonesia;Airfast Services;flight no Definida;Ujung Pandang - Selaparang;Hawker Siddeley HS-748-2A;PK-OBW;1567;19;16;3;19;16;3;0;Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.;Ujung Pandang 
3624;1990-01-26;?;Zavkhan, Mongolia;MIAT - Mongolian Airlines;flight no Definida;Ulan Bator - Uliastaj;Antonov AN-26V;BNMAU-10208;57310208;30;25;5;30;25;5;0;The Antonov crashed after failing to find the destination airport at night.;Ulan Bator 
3625;1990-01-27;1735;Near Kinkala, Congo;Military - Congolese Air Force;flight no Definida;Pointe-Noire - Brazzaville;Nord 262C-66;TN-230;103;28;23;5;28;23;5;0;Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.;Pointe
3626;1990-01-29;0200;Burlington, Vermont;Airborne Express;flight no Definida;Burlington, VT - Albany, NY;Cessna 208B Caravan I;N4688B;208B-0169;2;1;1;2;1;1;0;In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.;Burlington, VT 
3627;1990-01-29;2033;Plattsburgh, New York;Wiggins Airways;flight no Definida;Plattsburgh - Syracuse;Cessna 208B Caravan I Super Cargomaster;N854FE;208B-0172;1;0;1;1;0;1;0;The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.;Plattsburgh 
3628;1990-02-05;0837;Near Ibague, Colombia;Helicopteros Nacionales de Colombia;flight no Definida;Bogota via Neiva - Ibague;Grumman G-159 Gulfstream I;HK-3315X;024;15;11;4;15;11;4;0;Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.;Bogota via Neiva 
3629;1990-02-12;0929;Bauru, Brazil;TAM (Brazil);flight no Definida;San Palo - Bauru - Aracatuba;Fokker 27 Friendship 200;PT-LCG;10206;40;36;4;2;1;1;2;Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.;San Palo 
3631;1990-02-17;1930;Near Ngwerere, Zambia;Military - Zambian Air Force;flight no Definida;M'bala - Likouala;DHC-5 Buffalo;AF316;66;29;24;5;29;24;5;0;Suddenly dove into a field as it prepared to land at Likouala.;M'bala 
3632;1990-02-27;1947;Denver, Colorado;Federal Express;flight no Definida;Aspen - Denver;Cessna 208A Caravan I Cargomaster;N820FE;208-00043;1;0;1;1;0;1;0;While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.;Aspen 
3636;1990-03-23;?;Santiago de Cuba;Cubana de Aviacion;flight no Definida;Santiago de Cuba-La Havane;Antonov AN-26;CU-T1436;07406;46;41;5;4;4;0;0;During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.;Santiago de Cuba
3637;1990-03-27;1100;Kabul, Afghanistan;Aeroflot;flight no Definida;Kokand - Kabul;Ilyushin IL-76MD;CCCP-78781;83489670;11;2;9;11;2;9;0;The cargo plane stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.;Kokand 
3638;1990-03-27;?;Near Kuito, Angola;Military - Angolan Air Force;flight no Definida;Kuito-Huambo;CASA 212 Aviocar 300;T-410;384;25;20;5;25;20;5;0;Shot down with a missile fired by UNITA rebels.;Kuito
3639;1990-04-12;1444;Off Vaeroy, Norway;Wideroe's Flyveselksap;839;Vaeroy - Bodo;de Havilland Canada DHC-6 Twin Otter 300;LN-BNS;536;5;3;2;5;3;2;0;Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.;Vaeroy 
3640;1990-04-18;?;Off Contadora, Panama;Aeroperlas;flight no Definida;Panama City-Contadora-San Miguel;de Havilland Canada DHC-6 Twin Otter 200;N187AS;131;22;19;3;20;17;3;0;Shortly after taking off, the plane crashed into the ocean three miles south of the Panamanian island of Contadora after experiencing problems with the No. 2 engine leading to loss of altitude and control of the aircraft. The engine failure was caused by bird ingestion.;Panama City
3641;1990-04-20;?;Near Kinshasa, Zaire;Military - Zairean Air Force;flight no Definida;Kinshasa-Gbadolite;Lockheed C-130H;9T-TCG;4589;24;18;6;20;0;0;0;The propeller of the No. 3 engine separated which struck the No.4 propeller leading to a crash.;Kinshasa
3643;1990-04-30;2135;Ship Sands Island, ON, Canada;Frontier Air;flight no Definida;Timmins, Ontario - Ship Sands Island, Ontario;Beechcraft C99;C-FGAW;U197;4;2;2;1;0;1;0;While on VOR approach the aircraft flew into the ground.;Timmins, Ontario 
3644;1990-04-30;2138;Tarbert, England;Military - Royal Air Force;flight no Definida;Timmins - Moosonee;Avro Shackleton AEW-2;WR965;U-197;10;0;10;10;0;10;0;Crashed into a mountain in poor weather while en route.;Timmins 
3645;1990-05-05;1500;Guatamala City , Guatemala;Aerial Transit Company;flight no Definida;Guatamala City - La Aurora;Douglas DC-6BF;N84BL;43739/279;3;0;3;3;0;3;24;The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.;Guatamala City 
3653;1990-07-05;?;Near Port Morseby, New Guinea;Douglas Airways;flight no Definida;Port Moresby-Woitape;Britten-Norman 2B-21 Islander;P2-DNJ;857;12;11;1;8;7;1;0;Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.;Port Moresby
3658;1990-08-27;01:00;Elkhorn, Wisconsin;Private - Omniflight Helicopters;flight no Definida;Elkhorn, WI - Chicago, IL;Bell BHT-206-B Helicopter;N16933;023338;5;4;1;5;4;1;0;Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.;Elkhorn, WI 
3660;1990-09-03;1520;Kaltag, Alaska;Frontier Flying Service;flight no Definida;Nulato, AK - Kaltag, AK;Piper PA-31-325 Navajo;N59783;317612024;10;9;1;3;3;0;0;Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.;Nulato, AK 
3662;1990-09-12;?;Off Sondre Stromfjord, Greenland;Nuna Air;flight no Definida;Sondre Stomfjord - Goose Bay;Cessna 441 Conquest II;OY-CGM;0229;8;6;2;8;6;2;0;Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing.;Sondre Stomfjord 
3663;1990-09-14;0153;Koltsovo, Russia;Aeroflot;flight no Definida;Volgograd - Sverdlovsk;Yakovlev YAK-42;CCCP-42351;1811379;128;122;6;4;3;1;0;The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.;Volgograd 
3664;1990-09-20;1940;Off Fernando de Noronha, Brazil;SUDENE;flight no Definida;Fernando de Noronha -  Recife;Embraer 110P1 Bandeirante;PT-FAW;110368;12;10;2;12;10;2;0;The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.;Fernando de Noronha 
3665;1990-09-24;0702;San Luis Obispo, California;HiTech Helicopters;flight no Definida;Van Nuys, CA - San Luis Obispo, CA;Cessna 501 Citation;N79DD;500-0254;4;2;2;4;2;2;0;Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.;Van Nuys, CA 
3668;1990-10-19;1525;Near Bella Vista, Bolivia;BAFIN;flight no Definida;Bella Vista - La Paz;Douglas C-47B-40-DK;CP-735;15805/33553;4;2;2;4;2;2;0;Disappeared en route. Wreckage found 6 years later in the Andes.;Bella Vista 
3669;1990-10-24;0158;Santiago de Cuba, Cuba;Cubana de Aviacion;2886;Camaguey - Santiago de Cuba;Yakovlev YAK-40;CU-T1202;9631449;31;24;7;11;9;2;0;Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.;Camaguey 
3671;1990-11-18;?;Near Medellin, Colombia;SATENA;flight no Definida;Quibdó - Bogotá;CASA 212 Aviocar 200;FAC-1150;303;16;12;4;16;12;4;0;Crashed into a jungle mountain, Mt. Los Farllones, in poor weather. Controlled flight into terrain.;Quibdó 
3682;1991-02-05;1251;Near Nea Ankhialos, Greece;Military - Hellenic Air Force;flight no Definida;Elefsis AB - Volos-Néa Anchialos;Lockheed C-130H;748;4724;63;59;4;63;59;4;0;The aircraft flew into the summit of Mt. .Othrys at 4,000 ft. while preparing to land at Nea Anghialos Airport.;Elefsis AB 
3683;1991-02-14;?;Near Taisha, Ecuador;Military - Ecuadorean Air Force;flight no Definida;Macao - Taisha;de Havilland Canada DHC-6 Twin Otter 300;FAE447;832;22;19;3;22;19;3;0;Crashed into the side of Mt. Paso Macunaa at 5,000 ft. in a jungle region of eastern Ecuador in poor weather. Controlled flight into terrain.;Macao 
3686;1991-02-22;?;Cazombo, Angola;Fuerza Area Angolaise;flight no Definida;Luena-Cazombo;Antonov AN-26;Placa de Avion no Definida;cn_ln no Definida;47;43;4;47;43;4;0;Shot down by surface-to-air missile launced by UNITA rebels.;Luena
3691;1991-03-21;?;Ras-al-Mishab, Saudi Arabia;Military - Royal Saudi Air Force;flight no Definida;Koweit City-Ras-al-Mishab-Dakar;Lockheed C-130H;469;4754;98;92;6;98;92;6;0;Crashed while attempting to land in poor visibility caused by oil fires during the Persian Gulf War.;Koweit City
3693;1991-03-23;1137;Navoi,  Uzbekistan;Aeroflot;flight no Definida;Trashkent - Navoi;Antonov AN-24B;CCCP-46472;27307910;63;59;4;34;30;4;0;The aircraft overran the runway and crashed into concrete blocks. Crew error. Did not follow proper procedures during landing.;Trashkent 
3694;1991-03-25;0815;Near Bangalore, India;Military - Indian Air Force;flight no Definida;Yellahanka-Yellahanka;Hindustan Aeronautics 748-2;H1513;551;28;25;3;28;25;3;0;The plane climbed to an altitude of 150 ft. and then crashed into the ground about half-a-mile from the airport. Engine failure.;Yellahanka
3695;1991-04-04;1340;Lake Thutade, Canada;Central Mountain Air Services;flight no Definida;Sturdee - Smithers;Douglas C-47B-15-DK;C-FQNF;26643;7;4;3;6;3;3;0;The plane crash landed on a frozen lake after the crew flighing VFR, entered a snow storm.;Sturdee 
3696;1991-04-04;1210;Marion, Pennsylvania;Private;flight no Definida;Williamsport, PA  - Philadelphia, PA;Piper Aerostar 601 / Bell 412SP;N3645D / N78S;6108448162153/0151;5;4;1;5;4;1;2;When the plane's nose gear indicator light did not illuminate a helicopter was dispatched to verify the nose gear was down. While making the inspection, the helicopter's blades accidentally hit the bottom of the plane sending both aircraft into the ground, killing all aboard both aircraft. Pennsylvania Senator H. John Heinz III was killed in the crash along with two children playing outside an elementary school. Two killed aboard the Bell and 3 aboard the Piper. The poor judgment by the captain of the airplane to permit the in-flight inspection after he had determined to the best of his ability that the nose landing gear was fully extended. The poor judgment of the captain of the helicopter to conduct the inspection and the failure of the flight crew of the helicopter to maintain safe separation.;Williamsport, PA  
3698;1991-04-19;1156;Off Nuka Hiva, French Polynesia;Air Tahiti;flight no Definida;Hiva Ou - Nuku Hiva;Dornier Do-228-212;F-OHAB;8196;22;19;3;11;10;1;0;Crashed into the sea after taking off from Hiva Ou and experiencing engine failure. The crew didn't recognize the failure and concentrated on the low oil pressure warning. The approach was abandoned at the very last moment it was decided to carry out an unprepared ditching. The crew's performance may have been impacted by alcohol consumption.;Hiva Ou 
3699;1991-05-09;0237;Sulawesi, Indonesia;Merpati Nusantara Airlines;7533;Ambon - Ternate - Manado;Fokker F-27 Friendship 600;PK-MFD;10399;13;8;5;13;8;5;0;Crashed into Mt. Klabat in heavy fog while descending for a landing.;Ambon 
3700;1991-05-13;1319;Grand Canyon, Airzona;Air Taxi - Air Grand Canyon Inc.;flight no Definida;Local sightseeing;Cessna 207A;N6280H;20700463;7;6;1;7;6;1;0;The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing.;Local sightseeing
